price,location,mileage,transmission,drivetrain,fuel type,major options,brand,color,no_of_features,engine-hp,engine-l,engine-type,age
17490,Vancouver,52605,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Navigation System, Heated Seats, Alloy Wheels",Ford,Silver,5.0,272.65777777777777,1.6,I4,9
17895,Chilliwack,92555,Automatic,Front-Wheel Drive,Gasoline,Heated Seats,Kia,Blue,1.0,161.0,2.0,I4,4
8998,Richmond,140428,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Sunroof/Moonroof, Blind Spot Monitoring, Alloy Wheels",Ford,Blue,5.0,263.0,3.5,V6,12
16990,Vancouver,114147,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats",Chrysler,White,8.0,363.0,5.7,V8,9
8990,Vancouver,140817,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Alloy Wheels, Parking Sensors",Chevrolet,Orange,3.0,138.0,1.4,I4,10
12490,Victoria,161915,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Heated Seats, Sunroof/Moonroof",Acura,Black,3.0,305.0,3.7,V6,13
15990,Vancouver,40000,Automatic,All-Wheel Drive,Gasoline,,Toyota,Red,-1.0,158.0,2.4,I4,10
11988,Maple Ridge,116856,Manual,Front-Wheel Drive,Gasoline,"Steel Wheels, Quick Order Package",Jeep,White,2.0,272.65777777777777,3.2029230769230743,I4,7
14995,North Vancouver,82119,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera",Nissan,White,2.0,109.0,1.6,I4,6
10900,Coquitlam,185510,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Sunroof/Moonroof, Navigation System, Heated Seats",Honda,White,5.0,140.0,1.8,I4,10
7950,Maple Ridge,151759,Automatic,Front-Wheel Drive,Gasoline,,Ford,Black,-1.0,171.0,2.5,I4,13
11490,Vancouver,153462,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof, Parking Sensors, Heated Seats, Alloy Wheels",FIAT,Black,5.0,160.0,1.4,I4,8
12995,Abbotsford,106713,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Backup Camera, Sunroof/Moonroof, Navigation System, Heated Seats, Alloy Wheels",Dodge,Black,6.0,283.0,3.6,V6,7
11990,Vancouver,114439,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Mitsubishi,Silver,4.0,168.0,2.4,I4,8
11110,Mission,151140,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Heated Seats",Chevrolet,Black,4.0,138.0,1.4,I4,8
8490,Vancouver,150278,Automatic,Front-Wheel Drive,Gasoline,"Heated Seats, Alloy Wheels",Dodge,Gray,2.0,173.0,2.4,I4,9
13490,Vancouver,152586,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Ford,Black,4.0,272.65777777777777,1.6,I4,9
16995,Pitt Meadows,75712,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels",Nissan,White,4.0,109.0,1.6,I4,4
14990,Vancouver,151468,Automatic,Rear-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Dodge,White,5.0,292.0,3.6,V6,9
13290,Surrey,76186,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Heated Seats, Backup Camera",Ford,Blue,3.0,160.0,2.0,I4,7
16988,Burnaby,145434,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Remote Start, Parking Sensors, Heated Seats",Chevrolet,Silver,6.0,281.0,3.6,V6,10
15995,Port Coquitlam,83775,Manual,Front-Wheel Drive,Gasoline,,FIAT,White,-1.0,160.0,1.4,I4,7
12990,Vancouver,98050,Manual,Front-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Backup Camera, Parking Sensors, Heated Seats, Alloy Wheels",Ford,Other,5.0,160.0,2.0,I4,7
17990,Victoria,120509,Automatic,All-Wheel Drive,Gasoline,"Navigation System, Heated Seats, Sunroof/Moonroof",Acura,Other,3.0,240.0,2.3,I4,10
7888,Richmond,97120,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,"Navigation System, Steel Wheels",Chevrolet,Silver,2.0,175.0,2.4,I4,12
11927,Victoria,174322,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof, Alloy Wheels",MINI,Green,3.0,181.0,1.6,I4,9
17888,Richmond,60570,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Honda,White,5.0,143.0,1.8,I4,8
12990,Vancouver,82378,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Heated Seats, Backup Camera",Kia,Black,3.0,173.0,2.0,I4,8
15490,Vancouver,83279,Automatic,Rear-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Sunroof/Moonroof, Navigation System, Heated Seats, Alloy Wheels",Mercedes-Benz,Black,6.0,201.0,1.8,I4,10
23988,Surrey,7500,Automatic,All-Wheel Drive,Gasoline,,Volkswagen,Other,-1.0,170.0,1.8,I4,6
56338,Coquitlam,11096,Automatic,Four-Wheel Drive,Gasoline,"Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Android Auto, Quick Order Package, CarPlay",RAM,Red,7.0,395.0,5.7,V8,1
79999,Richmond,22746,Automatic,All-Wheel Drive,Electric,"Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Tesla,Gray,8.0,272.65777777777777,3.2029230769230743,I4,2
31900,Squamish,138652,Automatic,All-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Backup Camera, Remote Start, Parking Sensors, Navigation System",GMC,White,5.0,403.0,6.2,V8,8
61995,Langley,29255,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Remote Start, Heated Seats",RAM,Black,4.0,272.65777777777777,3.2029230769230743,I4,3
49900,North Vancouver,73502,Automatic,All-Wheel Drive,Gasoline,"Sport Package, Leather Seats, Driver Assistance Package, Sunroof/Moonroof, Executive Package, Navigation System, Adaptive Cruise Control, Third Row Seating, Adaptive Suspension, Premium Wheels, Blind Spot Monitoring, Heat Package, Parking Sensors, Premium Package, Heated Seats, CarPlay, Multi Zone Climate Control, Bluetooth, Backup Camera, M Sport Package",BMW,Gray,20.0,300.0,3.0,I6,4
19990,Surrey,68273,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Blind Spot Monitoring, Navigation System, Heated Seats",Honda,Black,5.0,278.0,3.5,V6,9
21999,Surrey,77185,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats, Multi Zone Climate Control",Dodge,Other,11.0,292.0,3.6,V6,7
85888,North Vancouver,16684,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay",Maserati,Black,11.0,424.0,3.0,V6,4
14990,Vancouver,136802,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels",Honda,Blue,5.0,130.0,1.5,I4,6
58143,Coquitlam,30967,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Remote Start, Android Auto, Alloy Wheels, CarPlay",GMC,Other,6.0,355.0,5.3,V8,2
30800,Burnaby,82493,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats",Mercedes-Benz,Black,8.0,329.0,3.0,V6,7
37606,Sechelt,77200,Automatic,All-Wheel Drive,Gasoline,Sport Package,Ford,Black,1.0,325.0,2.7,V6,5
29995,Burnaby,54873,Automatic,Front-Wheel Drive,Electric,,Nissan,White,-1.0,272.65777777777777,3.2029230769230743,I4,4
34689,Burnaby,3000,Automatic,All-Wheel Drive,Gasoline,,Honda,Blue,-1.0,141.0,1.8,I4,0
39888,Surrey,120456,Automatic,All-Wheel Drive,Gasoline,"Sport Package, Bluetooth, Backup Camera, TRD Package, Heated Seats, Multi Zone Climate Control",Toyota,Silver,6.0,278.0,3.5,V6,5
15900,Richmond,35000,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Heated Seats, Backup Camera",Ford,White,3.0,160.0,2.0,I4,6
27888,Richmond,61350,Manual,Front-Wheel Drive,Hybrid,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Ford,Other,10.0,272.65777777777777,2.0,I4,2
20985,Burnaby,13020,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Heated Seats, Backup Camera",Nissan,White,3.0,124.0,1.8,I4,3
82900,Langley,9651,Automatic,Rear-Wheel Drive,Gasoline,,BMW,White,-1.0,382.0,3.0,I6,1
69500,Richmond,9560,Automatic,All-Wheel Drive,Gasoline,,BMW,White,-1.0,335.0,3.0,I6,3
19800,Surrey,159000,Automatic,Four-Wheel Drive,Gasoline,Alloy Wheels,Jeep,Black,1.0,205.0,3.8,V6,14
28900,Vancouver,54300,Automatic,Front-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Heated Seats, Android Auto, CarPlay",Honda,Black,12.0,174.0,1.5,I4,2
28899,Maple Ridge,11918,Manual,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Alloy Wheels",Kia,Blue,5.0,146.0,2.0,I4,1
44888,Burnaby,63465,Automatic,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Appearance Package, Bluetooth, Backup Camera, Remote Start, Heated Seats, Quick Order Package",RAM,Gray,9.0,395.0,5.7,V8,6
22991,Abbotsford,88619,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Adaptive Suspension, Backup Camera, Sunroof/Moonroof, Navigation System, Heated Seats",Cadillac,Red,6.0,304.0,3.6,V6,9
33900,North Vancouver,15133,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Remote Start, Heated Seats, Alloy Wheels",Hyundai,Other,6.0,181.0,2.4,I4,3
84600,Vancouver,3000,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Blind Spot Monitoring, Heat Package, Parking Sensors, Multi Zone Climate Control",BMW,Black,8.0,335.0,3.0,I6,0
68000,Maple Ridge,23800,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Land,Gray,10.0,380.0,3.0,V6,4
28995,Port Coquitlam,20743,Manual,Rear-Wheel Drive,Gasoline,,Subaru,White,-1.0,205.0,2.0,I4,3
23972,Nanaimo,24560,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Power Mirror Package, Power Package, Alloy Wheels",Nissan,Black,5.0,149.0,2.0,I4,2
34999,Nanaimo,58581,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels",Toyota,White,4.0,203.0,2.5,I4,3
36880,Port Coquitlam,68150,Automatic,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Heated Seats, CarPlay",Jeep,Gray,4.0,295.0,3.6,V6,4
22622,Chilliwack,71749,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Customer Preferred Package, Power Package, Navigation System, Preferred Package, Bluetooth, Premium Wheels, Backup Camera, Remote Start, Heated Seats, Quick Order Package",Jeep,White,12.0,172.0,2.4,I4,5
14888,Langley City,142000,Automatic,Front-Wheel Drive,Gasoline,"Steel Wheels, Bluetooth",Jeep,Blue,2.0,180.0,2.4,I4,8
50888,Chilliwack,17670,Automatic,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Customer Preferred Package, Power Package, Navigation System, Adaptive Cruise Control, Preferred Package, Premium Wheels, Trailer Package, Parking Sensors, Heated Seats, Tow Package, Android Auto, Quick Order Package, CarPlay, Luxury Package, Multi Zone Climate Control, SE Package, Bluetooth, Backup Camera, Remote Start, Sound Package, Convenience Package",RAM,White,22.0,395.0,5.7,V8,3
40297,Langley,126227,Automatic,Four-Wheel Drive,Gasoline,"Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Toyota,Gray,7.0,278.0,3.5,V6,4
12800,Victoria,92581,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Parking Sensors, Heated Seats",Chevrolet,Other,5.0,272.65777777777777,1.4,I4,5
76990,Surrey,22835,Automatic,All-Wheel Drive,Gasoline,,Volvo,White,-1.0,415.0,2.0,I4,2
37958,Sechelt,138778,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Adaptive Suspension, Backup Camera, Remote Start, Heated Seats",Jeep,Black,9.0,470.0,6.4,V8,9
48888,Chilliwack,14569,Automatic,Four-Wheel Drive,Gasoline,"Sport Package, Customer Preferred Package, Alloy Wheels, Preferred Package, Trailer Package, Heated Seats, Tow Package, Android Auto, Quick Order Package, CarPlay, LE Package, Value Package, Bluetooth, Backup Camera, Remote Start",RAM,White,15.0,395.0,5.7,V8,2
29968,Richmond,187403,Automatic,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats",RAM,Other,7.0,383.0,5.7,V8,7
50888,North Vancouver,64826,Automatic,All-Wheel Drive,Diesel,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Parking Sensors",Land,Black,8.0,254.0,3.0,V6,5
50999,Langley,43342,Automatic,Four-Wheel Drive,Gasoline,"Backup Camera, Remote Start",Chevrolet,White,2.0,355.0,5.3,V8,2
22995,Abbotsford,39500,Manual,Front-Wheel Drive,Gasoline,"Heated Seats, Backup Camera, Alloy Wheels",Nissan,Gray,3.0,122.0,1.6,I4,3
23499,Surrey,86131,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Parking Sensors",Dodge,Other,8.0,283.0,3.6,V6,5
13497,Langley,62719,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof, Remote Start, Heated Seats, Alloy Wheels, Quick Order Package",Jeep,Red,6.0,158.0,2.0,I4,7
65869,Coquitlam,37858,Automatic,Four-Wheel Drive,Gasoline,"Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats, Android Auto",RAM,Other,7.0,395.0,5.7,V8,2
12895,Vancouver,96021,Automatic,All-Wheel Drive,Gasoline,Alloy Wheels,Nissan,White,1.0,188.0,1.6,I4,10
52888,Duncan,64803,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Alloy Wheels",Chevrolet,White,3.0,355.0,5.3,V8,2
29995,Port Moody,42950,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Parking Sensors",Chevrolet,Gray,4.0,252.0,2.0,I4,3
14995,Burnaby,141000,Automatic,Four-Wheel Drive,Gasoline,Alloy Wheels,Toyota,Gray,1.0,179.0,2.5,I4,12
79500,Richmond,35777,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats",Porsche,Red,7.0,440.0,3.6,V6,5
13999,New Westminster,174118,Manual,All-Wheel Drive,Gasoline,"Limited Package, Bluetooth, Alloy Wheels",Subaru,Other,3.0,272.65777777777777,2.0,I4,9
53990,Vancouver,31807,Automatic,Rear-Wheel Drive,Electric,"Leather Seats, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats",Tesla,White,7.0,272.65777777777777,3.2029230769230743,I4,3
20990,Vancouver,73891,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Adaptive Cruise Control, Heated Seats, Alloy Wheels, CarPlay",Honda,Black,6.0,158.0,2.0,I4,4
97888,Duncan,22546,Automatic,Four-Wheel Drive,Diesel,"Leather Seats, Adaptive Cruise Control, Alloy Wheels, Appearance Package, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Quick Order Package",RAM,White,11.0,370.0,6.7,I6,2
29592,Surrey,72188,Automatic,Front-Wheel Drive,Gasoline,Heated Seats,GMC,White,1.0,272.65777777777777,1.5,I4,4
67925,Victoria,39388,Automatic,All-Wheel Drive,Gasoline,"Sport Package, Adaptive Suspension, M Sport Package",BMW,Blue,3.0,335.0,3.0,I6,3
42995,North Vancouver,54102,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Backup Camera, Remote Start, Blind Spot Monitoring, Android Auto, CarPlay",Volkswagen,Blue,8.0,272.65777777777777,3.6,V6,3
73900,Vancouver,25200,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Adaptive Suspension, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats",BMW,White,10.0,445.0,4.4,V8,3
13985,Burnaby,125278,Automatic,All-Wheel Drive,Gasoline,,Hyundai,Black,-1.0,185.0,2.4,I4,6
29500,Surrey,59576,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Android Auto, Alloy Wheels",Acura,White,5.0,206.0,2.4,I4,4
35999,Langley,5938,Automatic,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay",Mitsubishi,Blue,8.0,166.0,2.4,I4,2
31490,Vancouver,39519,Automatic,Front-Wheel Drive,Electric,"Bluetooth, Backup Camera, Heated Seats, Android Auto, Alloy Wheels, CarPlay",Chevrolet,Red,6.0,272.65777777777777,3.2029230769230743,I4,3
9995,Victoria,159686,Automatic,Front-Wheel Drive,Gasoline,Bluetooth,Chevrolet,White,1.0,182.0,2.4,I4,9
28778,Surrey,54249,Automatic,Front-Wheel Drive,Flex Fuel Vehicle,,Dodge,White,-1.0,283.0,3.6,V6,5
8330,Abbotsford,116200,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Quick Order Package",Chrysler,Black,2.0,173.0,2.4,I4,9
42999,Nanaimo,25900,Automatic,All-Wheel Drive,Gasoline,"Backup Camera, Sunroof/Moonroof, Heated Seats, Android Auto, Alloy Wheels, CarPlay",Toyota,Gray,6.0,272.65777777777777,2.5,I4,1
39990,Surrey,122733,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats",Toyota,Blue,4.0,270.0,4.0,V6,6
8800,Burnaby,140000,Automatic,Front-Wheel Drive,Gasoline,Bluetooth,Toyota,Other,1.0,106.0,1.5,I4,10
25995,Surrey,33267,Automatic,All-Wheel Drive,Gasoline,,Mazda,Red,-1.0,186.0,2.5,I4,3
30750,Port Moody,30630,Automatic,Front-Wheel Drive,Electric,"Driver Confidence Package, Bluetooth, Backup Camera, Blind Spot Monitoring, Heat Package, Parking Sensors, Heated Seats, Convenience Package",Chevrolet,Red,8.0,272.65777777777777,3.2029230769230743,I4,5
19000,Maple Ridge,83489,Manual,Front-Wheel Drive,Gasoline,"Steel Wheels, Bluetooth, Backup Camera, Heated Seats",Honda,White,4.0,158.0,2.0,I4,6
17889,Surrey,142704,Automatic,All-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Third Row Seating",Dodge,White,2.0,283.0,3.6,V6,5
28900,Burnaby,46940,Automatic,Front-Wheel Drive,Gasoline,"LE Package, Bluetooth, Backup Camera, Heated Seats, Alloy Wheels",Toyota,Gray,5.0,272.65777777777777,2.5,I4,3
18288,Langley,138210,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Alloy Wheels, Blind Spot Monitoring, Heat Package, Parking Sensors, Heated Seats, Multi Zone Climate Control, Appearance Package, Bluetooth, Backup Camera, Remote Start, Comfort Package",Ford,Red,15.0,285.0,3.5,V6,9
54300,North Vancouver,8934,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Premium Package, Heated Seats",Lexus,Black,10.0,295.0,3.5,V6,2
49397,Langley,20155,Automatic,Rear-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats, Android Auto, CarPlay",Ford,White,8.0,460.0,5.0,V8,3
49088,Coquitlam,16195,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Alloy Wheels",Jeep,White,3.0,285.0,3.6,V6,3
58900,Vancouver,40400,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Adaptive Suspension, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats",BMW,White,10.0,445.0,4.4,V8,4
40595,Langley,56643,Automatic,Four-Wheel Drive,Gasoline,Bluetooth,GMC,Gray,1.0,355.0,5.3,V8,5
27843,Richmond,62890,Manual,Front-Wheel Drive,Hybrid,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats, CarPlay",Ford,Other,11.0,272.65777777777777,2.0,I4,2
15990,Victoria,54760,Manual,Front-Wheel Drive,Gasoline,Backup Camera,Honda,Gray,1.0,143.0,1.8,I4,7
12490,Vancouver,80004,Manual,Front-Wheel Drive,Gasoline,"Bluetooth, Alloy Wheels",Nissan,Gray,2.0,130.0,1.8,I4,7
33850,Langley,105299,Automatic,All-Wheel Drive,Gasoline,,Nissan,White,-1.0,261.0,4.0,V6,5
53890,Maple Ridge,24925,Automatic,Four-Wheel Drive,Gasoline,"Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats, Quick Order Package",Jeep,Red,9.0,285.0,3.6,V6,4
29999,Abbotsford,158000,Manual,Four-Wheel Drive,Gasoline,,RAM,Gray,-1.0,410.0,6.4,V8,8
29900,Vancouver,72600,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Navigation System, Heated Seats, Alloy Wheels",BMW,Silver,6.0,248.0,2.0,I4,4
17990,New Westminster,59000,Automatic,All-Wheel Drive,Gasoline,Heated Seats,Volkswagen,Black,1.0,170.0,2.5,I5,8
34500,Richmond,66518,Automatic,All-Wheel Drive,Gasoline,"Sport Package, Navigation System, M Sport Package",BMW,Black,3.0,248.0,2.0,I4,3
30990,Vancouver,91130,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats",BMW,White,8.0,300.0,3.0,I6,7
53713,Richmond,44632,Automatic,All-Wheel Drive,Electric,,Tesla,Gray,-1.0,272.65777777777777,3.2029230769230743,I4,4
28090,Surrey,19556,Automatic,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Adaptive Cruise Control, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Android Auto, CarPlay, Multi Zone Climate Control",Honda,White,9.0,174.0,1.5,I4,4
78586,Coquitlam,37290,Automatic,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Adaptive Suspension, Blind Spot Monitoring, Heated Seats, Android Auto, Quick Order Package, CarPlay, SE Package, Audio Package, Bluetooth, Backup Camera, Remote Start",Jeep,White,16.0,475.0,6.4,V8,3
4995,Port Coquitlam,186815,Manual,Front-Wheel Drive,Gasoline,,Toyota,Blue,-1.0,106.0,1.5,I4,12
53874,Surrey,28098,Manual,Rear-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Heated Seats, Android Auto, CarPlay, Multi Zone Climate Control",Chevrolet,Other,12.0,455.0,6.2,V8,3
90995,Vancouver,10200,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats",Mercedes-Benz,White,9.0,429.0,3.0,I6,2
55999,Surrey,25966,Automatic,Rear-Wheel Drive,Electric,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Multi Zone Climate Control",Tesla,Other,10.0,272.65777777777777,3.2029230769230743,I4,2
25888,Richmond,163082,Manual,Four-Wheel Drive,Gasoline,,Jeep,Orange,-1.0,285.0,3.6,V6,10
16800,Westshore,76074,Automatic,Front-Wheel Drive,Gasoline,"Bluetooth, Heated Seats, Sunroof/Moonroof",Chevrolet,Silver,3.0,138.0,1.4,I4,6
32850,Surrey,40395,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Remote Start, Navigation System, Alloy Wheels",Alfa,Gray,6.0,276.0,2.0,I4,5
19333,Richmond,115089,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats",Jaguar,Other,8.0,340.0,3.0,V6,8
44900,Port Coquitlam,231000,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Backup Camera, Parking Sensors, Heated Seats",RAM,Blue,5.0,272.65777777777777,3.2029230769230743,I4,8
45800,Richmond,35608,Automatic,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Navigation System, Heated Seats, Alloy Wheels",BMW,Gray,5.0,300.0,3.0,I6,6
80900,Richmond,41958,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats",Porsche,White,7.0,340.0,3.0,V6,3
50400,Burnaby,44456,Automatic,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats",Chevrolet,Gray,4.0,355.0,5.3,V8,3
23396,Coquitlam,122021,Automatic,All-Wheel Drive,Gasoline,"Leather Seats, Alloy Wheels, Bluetooth, Remote Start, Parking Sensors, Heated Seats, Quick Order Package",Dodge,Other,7.0,283.0,3.6,V6,4
